Timestamp,Dorm_ID,Room_ID,Room_Size_m2,Room_Size_Cat,Num_Occupants,Hour,Day,Month,IsWeekend,TimeOfDay,Dorm_Enc,Room_Enc,RoomSize_Enc,App_Electric_Fan,App_Air_Conditioner,App_Laptop_PC,App_Refrigerator,App_TV_Monitor,App_Phone_Charger,App_Electric_Kettle,App_Rice_Cooker,App_Study_Lamp,App_Electric_Fan_W,App_Air_Conditioner_W,App_Laptop_PC_W,App_Refrigerator_W,App_TV_Monitor_W,App_Phone_Charger_W,App_Electric_Kettle_W,App_Rice_Cooker_W,App_Study_Lamp_W,Total_Active_Wattage,Num_Active_Appliances,Has_High_Power_Appliance,Electricity_Consumed,Avg_Past_Consumption,Anomaly_Label,Data_Source,Location,Utility_Provider
2024-01-01 16:30:00,Dorm C,Room 6,15,Small,1,16,1,1,0,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,38,1,0,0.041032,0.1476,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 16:30:00,Dorm C,Room 2,22,Medium,2,16,1,1,0,2,2,1,1,0,1,1,1,0,0,0,0,0,0,1028,65,127,0,0,0,0,0,1220,3,1,0.163043,0.108,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 17:30:00,Dorm B,Room 6,24,Medium,2,17,1,1,0,2,1,5,1,0,0,0,1,1,1,0,0,0,0,0,0,112,45,20,0,0,0,177,3,0,0.073813,0.1082,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 18:30:00,Dorm C,Room 6,15,Small,1,18,1,1,0,3,2,5,0,1,0,0,1,0,1,0,0,1,30,0,0,126,0,21,0,0,10,187,4,0,0.087331,0.041,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 19:30:00,Dorm C,Room 8,20,Medium,1,19,1,1,0,3,2,7,1,0,0,0,1,1,0,0,0,1,0,0,0,117,37,0,0,0,8,162,3,0,0.07733,0.0475,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 20:30:00,Dorm A,Room 4,32,Large,3,20,1,1,0,3,0,3,2,1,0,0,1,0,0,1,0,1,37,0,0,120,0,0,1723,0,10,1890,4,1,0.360249,0.4827,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 20:30:00,Dorm C,Room 1,21,Medium,1,20,1,1,0,3,2,0,1,0,1,0,1,0,1,0,0,0,0,1212,0,134,0,22,0,0,0,1368,3,1,0.272664,0.0625,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 21:30:00,Dorm B,Room 4,25,Medium,3,21,1,1,0,3,1,3,1,1,0,1,1,0,1,1,0,1,39,0,64,108,0,21,1667,0,10,1909,6,1,0.448066,0.0863,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 22:30:00,Dorm A,Room 4,32,Large,3,22,1,1,0,3,0,3,2,1,0,1,1,0,1,0,0,1,34,0,59,136,0,18,0,0,9,256,5,0,0.160108,0.4215,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-01 23:30:00,Dorm C,Room 5,11,Small,1,23,1,1,0,3,2,4,0,1,0,0,1,0,0,0,1,0,35,0,0,111,0,0,0,344,0,490,3,0,0.111588,0.0273,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 00:00:00,Dorm B,Room 8,20,Medium,3,0,2,1,0,0,1,7,1,1,1,0,1,0,1,0,0,1,34,1088,0,123,0,20,0,0,10,1275,5,1,0.162527,0.0908,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 00:30:00,Dorm C,Room 4,13,Small,2,0,2,1,0,0,2,3,0,1,0,1,1,0,1,0,0,1,39,0,71,128,0,22,0,0,8,268,5,0,0.06144,0.0454,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 01:30:00,Dorm A,Room 3,17,Medium,2,1,2,1,0,0,0,2,1,1,0,0,1,0,0,0,1,0,39,0,0,117,0,0,0,390,0,546,3,0,0.111233,0.2002,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 01:30:00,Dorm A,Room 7,25,Medium,3,1,2,1,0,0,0,6,1,0,1,0,1,0,0,0,0,1,0,1049,0,118,0,0,0,0,10,1177,3,1,0.210225,0.0797,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 02:00:00,Dorm A,Room 8,15,Small,1,2,2,1,0,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,20,0,0,10,30,2,0,0.01935,0.0381,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 02:30:00,Dorm C,Room 6,15,Small,1,2,2,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,19,1,0,0.020152,0.0642,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 03:30:00,Dorm A,Room 8,15,Small,1,3,2,1,0,0,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,107,0,19,0,0,0,126,2,0,0.033687,0.0287,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 03:30:00,Dorm B,Room 7,14,Small,3,3,2,1,0,0,1,6,0,0,0,0,1,0,1,0,1,0,0,0,0,131,0,23,0,345,0,499,3,0,0.080693,0.3764,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 04:30:00,Dorm A,Room 1,20,Medium,2,4,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,31,1342,0,110,0,20,0,0,0,1503,4,1,0.231778,0.1476,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 05:30:00,Dorm C,Room 2,22,Medium,2,5,2,1,0,0,2,1,1,1,0,0,1,0,1,0,0,0,34,0,0,124,0,18,0,0,0,176,3,0,0.059351,0.1355,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 06:30:00,Dorm A,Room 2,15,Small,3,6,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,110,0,22,0,0,0,132,2,0,0.084193,0.1476,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 07:30:00,Dorm A,Room 8,15,Small,1,7,2,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,68,1,0,0.041543,0.0304,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 08:00:00,Dorm C,Room 6,15,Small,1,8,2,1,0,1,2,5,0,0,0,0,1,0,1,0,0,0,0,0,0,116,0,20,0,0,0,136,2,0,0.062684,0.0495,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 09:00:00,Dorm B,Room 8,20,Medium,3,9,2,1,0,1,1,7,1,1,0,0,1,0,0,1,0,0,31,0,0,119,0,0,1499,0,0,1649,3,1,0.372597,0.1266,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 09:00:00,Dorm A,Room 3,17,Medium,2,9,2,1,0,1,0,2,1,1,0,1,1,0,0,0,0,1,39,0,57,115,0,0,0,0,8,219,4,0,0.084821,0.1706,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 09:30:00,Dorm A,Room 2,15,Small,3,9,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,58,136,0,0,0,0,0,194,2,0,0.089628,0.0842,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 09:30:00,Dorm A,Room 5,18,Medium,1,9,2,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664,0.075,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 11:00:00,Dorm B,Room 7,14,Small,3,11,2,1,0,1,1,6,0,0,1,1,1,0,1,0,1,0,0,1196,63,104,0,22,0,455,0,1840,5,1,0.278579,0.2285,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 11:30:00,Dorm C,Room 8,20,Medium,1,11,2,1,0,1,2,7,1,0,0,1,1,1,0,1,0,1,0,0,71,118,38,0,1496,0,10,1733,5,1,0.245287,0.0575,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 12:30:00,Dorm B,Room 2,14,Small,2,12,2,1,0,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,58,111,41,0,0,0,0,210,3,0,0.062578,0.1847,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 13:00:00,Dorm C,Room 8,20,Medium,1,13,2,1,0,2,2,7,1,0,0,0,1,0,0,0,0,0,0,0,0,135,0,0,0,0,0,135,1,0,0.071028,0.1044,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 13:30:00,Dorm C,Room 1,21,Medium,1,13,2,1,0,2,2,0,1,1,1,0,1,0,0,0,0,0,40,1285,0,127,0,0,0,0,0,1452,3,1,0.284016,0.1676,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 13:30:00,Dorm A,Room 4,32,Large,3,13,2,1,0,2,0,3,2,1,1,0,1,0,0,0,0,0,31,1060,0,116,0,0,0,0,0,1207,3,1,0.24901,0.3344,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 13:30:00,Dorm A,Room 6,32,Large,3,13,2,1,0,2,0,5,2,1,0,0,1,0,0,0,0,0,37,0,0,132,0,0,0,0,0,169,2,0,0.104588,0.1417,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 15:30:00,Dorm A,Room 1,20,Medium,2,15,2,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,63,138,0,0,0,0,0,201,2,0,0.083708,0.2318,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 16:30:00,Dorm C,Room 2,22,Medium,2,16,2,1,0,2,2,1,1,1,0,1,1,0,0,1,0,0,37,0,69,136,0,0,1462,0,0,1704,4,1,0.243606,0.1101,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 17:00:00,Dorm A,Room 6,32,Large,3,17,2,1,0,2,0,5,2,0,0,1,1,0,0,0,0,0,0,0,68,106,0,0,0,0,0,174,2,0,0.109385,0.1232,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 20:00:00,Dorm B,Room 5,19,Medium,3,20,2,1,0,3,1,4,1,1,0,0,1,0,1,0,0,1,38,0,0,133,0,19,0,0,10,200,4,0,0.104219,0.4255,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 20:30:00,Dorm A,Room 2,15,Small,3,20,2,1,0,3,0,1,0,1,1,1,1,1,1,1,1,1,34,1029,74,137,38,20,1563,414,8,3317,9,1,0.56852,0.0869,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 20:30:00,Dorm B,Room 7,14,Small,3,20,2,1,0,3,1,6,0,1,0,1,1,1,1,0,0,1,37,0,72,113,37,20,0,0,8,287,6,0,0.135241,0.2452,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 21:00:00,Dorm B,Room 5,19,Medium,3,21,2,1,0,3,1,4,1,1,1,0,1,0,1,0,0,1,34,1159,0,106,0,22,0,0,8,1329,5,1,0.229422,0.3184,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 22:30:00,Dorm C,Room 1,21,Medium,1,22,2,1,0,3,2,0,1,1,0,1,1,0,1,0,0,0,39,0,63,109,0,19,0,0,0,230,4,0,0.105309,0.2064,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 22:30:00,Dorm B,Room 4,25,Medium,3,22,2,1,0,3,1,3,1,1,0,0,1,0,1,1,1,0,38,0,0,134,0,18,1344,417,0,1951,5,1,0.412373,0.2672,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-02 23:00:00,Dorm A,Room 3,17,Medium,2,23,2,1,0,3,0,2,1,1,0,0,0,0,1,0,1,1,35,0,0,0,0,21,0,441,10,507,4,0,0.153574,0.1491,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 00:00:00,Dorm B,Room 4,25,Medium,3,0,3,1,0,0,1,3,1,0,0,0,1,1,1,1,0,0,0,0,0,112,45,20,1661,0,0,1838,4,1,0.185829,0.3156,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 00:30:00,Dorm B,Room 5,19,Medium,3,0,3,1,0,0,1,4,1,1,1,0,1,0,1,0,0,1,31,1253,0,107,0,17,0,0,8,1416,5,1,0.153363,0.2962,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 01:00:00,Dorm B,Room 7,14,Small,3,1,3,1,0,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,107,0,0,0,0,8,115,2,0,0.047185,0.2177,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 04:00:00,Dorm A,Room 8,15,Small,1,4,3,1,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,126,0,0,0,0,10,136,2,0,0.033799,0.0332,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 08:00:00,Dorm B,Room 5,19,Medium,3,8,3,1,0,1,1,4,1,0,0,1,1,0,1,0,1,0,0,0,64,117,0,20,0,452,0,653,4,0,0.127403,0.2676,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 08:30:00,Dorm B,Room 3,12,Small,1,8,3,1,0,1,1,2,0,1,0,0,1,0,1,1,0,0,39,0,0,123,0,19,1715,0,0,1896,4,1,0.318361,0.0596,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 08:30:00,Dorm C,Room 7,21,Medium,2,8,3,1,0,1,2,6,1,1,0,0,1,0,0,0,0,0,35,0,0,114,0,0,0,0,0,149,2,0,0.092519,0.1672,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 08:30:00,Dorm C,Room 6,15,Small,1,8,3,1,0,1,2,5,0,1,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,346,0,385,2,0,0.084066,0.0528,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 09:00:00,Dorm A,Room 7,25,Medium,3,9,3,1,0,1,0,6,1,0,0,0,1,0,0,1,1,0,0,0,0,119,0,0,1566,420,0,2105,3,1,0.341109,0.1232,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 10:00:00,Dorm B,Room 4,25,Medium,3,10,3,1,0,1,1,3,1,1,0,1,1,0,0,0,0,0,31,0,67,112,0,0,0,0,0,210,3,0,0.084084,0.2831,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 11:00:00,Dorm C,Room 7,21,Medium,2,11,3,1,0,1,2,6,1,1,0,1,1,1,0,0,1,1,39,0,59,110,45,0,0,354,10,617,6,0,0.154561,0.1423,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 11:30:00,Dorm C,Room 5,11,Small,1,11,3,1,0,1,2,4,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,38,1,0,0.034211,0.0694,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 11:30:00,Dorm B,Room 3,12,Small,1,11,3,1,0,1,1,2,0,1,0,0,0,0,1,0,0,0,34,0,0,0,0,20,0,0,0,54,2,0,0.035747,0.189,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 11:30:00,Dorm B,Room 8,20,Medium,3,11,3,1,0,1,1,7,1,1,1,1,1,0,0,0,0,0,39,1134,70,114,0,0,0,0,0,1357,4,1,0.218874,0.2086,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 14:00:00,Dorm A,Room 1,20,Medium,2,14,3,1,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,124,42,21,0,0,0,187,3,0,0.060613,0.1577,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 14:00:00,Dorm A,Room 4,32,Large,3,14,3,1,0,2,0,3,2,1,0,0,1,0,0,0,0,0,34,0,0,136,0,0,0,0,0,170,2,0,0.098253,0.313,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 15:00:00,Dorm C,Room 4,13,Small,2,15,3,1,0,2,2,3,0,1,0,0,1,1,0,0,1,0,32,0,0,112,40,0,0,410,0,594,4,0,0.106308,0.0534,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 18:00:00,Dorm B,Room 6,24,Medium,2,18,3,1,0,3,1,5,1,1,1,0,1,0,1,0,0,1,33,1258,0,103,0,21,0,0,8,1423,5,1,0.410621,0.091,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 19:00:00,Dorm C,Room 4,13,Small,2,19,3,1,0,3,2,3,0,1,1,1,1,1,0,0,1,1,31,1251,65,123,42,0,0,371,8,1891,7,1,0.323044,0.0711,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 19:30:00,Dorm A,Room 3,17,Medium,2,19,3,1,0,3,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,109,42,20,1392,446,9,2018,6,1,0.443451,0.15,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 22:00:00,Dorm A,Room 4,32,Large,3,22,3,1,0,3,0,3,2,0,0,1,1,1,1,0,1,0,0,0,58,124,42,21,0,342,0,587,5,0,0.222241,0.2701,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 22:30:00,Dorm C,Room 3,22,Medium,2,22,3,1,0,3,2,2,1,0,0,0,1,0,1,0,0,1,0,0,0,128,0,18,0,0,10,156,3,0,0.086154,0.0798,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-03 23:00:00,Dorm B,Room 1,14,Small,4,23,3,1,0,3,1,0,0,1,1,1,1,1,0,1,0,1,32,1229,72,127,41,0,1389,0,8,2898,7,1,0.487421,0.1955,Abnormal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
2024-01-04 00:00:00,Dorm A,Room 8,15,Small,1,0,4,1,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,0,56,0,0,0,0,0,10,66,2,0,0.024506,0.0333,Normal,ZAMCELCO Smart Meter,Zamboanga City,ZAMCELCO
